0,0,27
1,0,27
2,32,27
3,51,27
4,64,27
5,74,27
6,82,27
7,90,27
8,96,27
9,101,27
10,106,27
11,110,27
12,114,27
13,118,27
14,121,27
15,125,27
16,128,27
17,130,27
18,133,27
19,135,27
20,138,27
21,140,27
22,142,27
23,144,27
24,146,27
25,148,27
26,150,27
27,152,27
28,153,27
29,155,27
30,157,27
31,158,27
32,159,27
33,161,27
34,162,27
35,164,27
36,165,27
37,166,27
38,167,27
39,169,27
40,170,27
41,171,27
42,172,27
43,173,27
44,174,27
45,175,27
46,176,27
47,177,27
48,178,27
49,179,27
50,180,27
51,181,27
52,182,27
53,183,27
54,184,27
55,184,27
56,185,27
57,186,27
58,187,27
59,188,27
60,188,27
61,189,27
62,190,27
63,191,27
64,191,27
65,192,27
66,193,27
67,193,27
68,194,27
69,195,27
70,196,27
71,196,27
72,197,27
73,197,27
74,198,27
75,199,27
76,199,27
77,200,27
78,200,27
79,201,27
80,202,27
81,202,27
82,203,27
83,203,27
84,204,27
85,204,27
86,205,27
87,206,27
88,206,27
89,207,27
90,207,27
91,208,27
92,208,27
93,209,27
94,209,27
95,210,27
96,210,27
97,211,27
98,211,27
99,211,27
100,212,27
101,212,27
102,213,27
103,213,27
104,214,27
105,214,27
106,215,27
107,215,27
108,215,27
109,216,27
110,216,27
111,217,27
112,217,27
113,218,27
114,218,27
115,218,27
116,219,27
117,219,27
118,220,27
119,220,27
120,220,27
121,221,27
122,221,27
123,221,27
124,222,27
125,222,27
126,223,27
127,223,27
128,223,27
129,224,27
130,224,27
131,224,27
132,225,27
133,225,27
134,225,27
135,226,27
136,226,27
137,226,27
138,227,27
139,227,27
140,227,27
141,228,27
142,228,27
143,228,27
144,229,27
145,229,27
146,229,27
147,230,27
148,230,27
149,230,27
150,231,27
151,231,27
152,231,27
153,231,27
154,232,27
155,232,27
156,232,27
157,233,27
158,233,27
159,233,27
160,234,27
161,234,27
162,234,27
163,234,27
164,235,27
165,235,27
166,235,27
167,236,27
168,236,27
169,236,27
170,236,27
171,237,27
172,237,27
173,237,27
174,237,27
175,238,27
176,238,27
177,238,27
178,238,27
179,239,27
180,239,27
181,239,27
182,239,27
183,240,27
184,240,27
185,240,27
186,240,27
187,241,27
188,241,27
189,241,27
190,241,27
191,242,27
192,242,27
193,242,27
194,242,27
195,243,27
196,243,27
197,243,27
198,243,27
199,244,27
200,244,27
201,244,27
202,244,27
203,245,27
204,245,27
205,245,27
206,245,27
207,245,27
208,246,27
209,246,27
210,246,27
211,246,27
212,247,27
213,247,27
214,247,27
215,247,27
216,247,27
217,248,27
218,248,27
219,248,27
220,248,27
221,248,27
222,249,27
223,249,27
224,249,27
225,249,27
226,249,27
227,250,27
228,250,27
229,250,27
230,250,27
231,250,27
232,251,27
233,251,27
234,251,27
235,251,27
236,251,27
237,252,27
238,252,27
239,252,27
240,252,27
241,252,27
242,253,27
243,253,27
244,253,27
245,253,27
246,253,27
247,254,27
248,254,27
249,254,27
250,254,27
251,254,27
252,254,27
253,255,27
254,255,27
255,255,27
