0,0,95
1,0,95
2,32,95
3,51,95
4,64,95
5,74,95
6,82,95
7,90,95
8,96,95
9,101,95
10,106,95
11,110,95
12,114,95
13,118,95
14,121,95
15,125,95
16,128,95
17,130,95
18,133,95
19,135,95
20,138,95
21,140,95
22,142,95
23,144,95
24,146,95
25,148,95
26,150,95
27,152,95
28,153,95
29,155,95
30,157,95
31,158,95
32,159,95
33,161,95
34,162,95
35,164,95
36,165,95
37,166,95
38,167,95
39,169,95
40,170,95
41,171,95
42,172,95
43,173,95
44,174,95
45,175,95
46,176,95
47,177,95
48,178,95
49,179,95
50,180,95
51,181,95
52,182,95
53,183,95
54,184,95
55,184,95
56,185,95
57,186,95
58,187,95
59,188,95
60,188,95
61,189,95
62,190,95
63,191,95
64,191,95
65,192,95
66,193,95
67,193,95
68,194,95
69,195,95
70,196,95
71,196,95
72,197,95
73,197,95
74,198,95
75,199,95
76,199,95
77,200,95
78,200,95
79,201,95
80,202,95
81,202,95
82,203,95
83,203,95
84,204,95
85,204,95
86,205,95
87,206,95
88,206,95
89,207,95
90,207,95
91,208,95
92,208,95
93,209,95
94,209,95
95,210,95
96,210,95
97,211,95
98,211,95
99,211,95
100,212,95
101,212,95
102,213,95
103,213,95
104,214,95
105,214,95
106,215,95
107,215,95
108,215,95
109,216,95
110,216,95
111,217,95
112,217,95
113,218,95
114,218,95
115,218,95
116,219,95
117,219,95
118,220,95
119,220,95
120,220,95
121,221,95
122,221,95
123,221,95
124,222,95
125,222,95
126,223,95
127,223,95
128,223,95
129,224,95
130,224,95
131,224,95
132,225,95
133,225,95
134,225,95
135,226,95
136,226,95
137,226,95
138,227,95
139,227,95
140,227,95
141,228,95
142,228,95
143,228,95
144,229,95
145,229,95
146,229,95
147,230,95
148,230,95
149,230,95
150,231,95
151,231,95
152,231,95
153,231,95
154,232,95
155,232,95
156,232,95
157,233,95
158,233,95
159,233,95
160,234,95
161,234,95
162,234,95
163,234,95
164,235,95
165,235,95
166,235,95
167,236,95
168,236,95
169,236,95
170,236,95
171,237,95
172,237,95
173,237,95
174,237,95
175,238,95
176,238,95
177,238,95
178,238,95
179,239,95
180,239,95
181,239,95
182,239,95
183,240,95
184,240,95
185,240,95
186,240,95
187,241,95
188,241,95
189,241,95
190,241,95
191,242,95
192,242,95
193,242,95
194,242,95
195,243,95
196,243,95
197,243,95
198,243,95
199,244,95
200,244,95
201,244,95
202,244,95
203,245,95
204,245,95
205,245,95
206,245,95
207,245,95
208,246,95
209,246,95
210,246,95
211,246,95
212,247,95
213,247,95
214,247,95
215,247,95
216,247,95
217,248,95
218,248,95
219,248,95
220,248,95
221,248,95
222,249,95
223,249,95
224,249,95
225,249,95
226,249,95
227,250,95
228,250,95
229,250,95
230,250,95
231,250,95
232,251,95
233,251,95
234,251,95
235,251,95
236,251,95
237,252,95
238,252,95
239,252,95
240,252,95
241,252,95
242,253,95
243,253,95
244,253,95
245,253,95
246,253,95
247,254,95
248,254,95
249,254,95
250,254,95
251,254,95
252,254,95
253,255,95
254,255,95
255,255,95
